#Size (pixels),Throughput (pixels/s),Kernel throughput (GFLOP/s),Kernel global-mem BW (GB/s)
50325 3079620000.0 905.412 2294.5
83500 4371210000.0 1285.134 3256.81
360000 8165530000.0 2400.666 6083.8
433200 8511610000.0 2502.414 6341.64
600000 8664570000.0 2547.384 6455.61
9889248 10463500000.0 3076.277 311.84
15256836 10527500000.0 3095.093 313.75
48867980 4868540000.0 1431.347 145.09
49183680 5155060000.0 1515.587 153.63
