filename,gpu_id,width,height,total_ms,kernel_ms,h2d_ms,d2h_ms,io_ms
cat_1000x600 (Copy 470).jpg,0,1000,600,158.986,0.19968,0.260992,0.425856,140.09
cat_1000x600 (Copy 164).jpg,1,1000,600,175.475,0.196608,0.105824,0.374752,156.872
cat_1000x600 (Copy 418).jpg,0,1000,600,266.431,0.202752,0.241728,0.413376,247.67
cat_1000x600 (Copy 723).jpg,0,1000,600,142.828,0.20048,0.206464,0.556224,123.724
cat_1000x600 (Copy 664).jpg,1,1000,600,142.846,0.195584,0.185056,0.480096,123.705
cat_1000x600 (Copy 244).jpg,1,1000,600,129.256,0.198656,0.160704,0.505536,109.971
cat_1000x600 (Copy 469).jpg,0,1000,600,161.784,0.203776,0.2432,0.544608,142.385
cat_1000x600 (Copy 305).jpg,0,1000,600,125.39,0.202752,0.2432,0.405216,106.416
cat_1000x600 (Copy 1982).jpg,1,1000,600,156.988,0.196608,0.133312,0.361184,138.413
cat_1000x600 (Copy 156).jpg,0,1000,600,137.485,0.203776,0.242496,0.405056,118.587
cat_1000x600 (Copy 1079).jpg,1,1000,600,176.37,0.197632,0.15296,0.37616,157.46
cat_1000x600 (Copy 1042).jpg,0,1000,600,132.921,0.196608,0.27888,0.4272,114.011
cat_1000x600 (Copy 1209).jpg,1,1000,600,191.356,0.187392,0.098944,0.397824,172.504
cat_1000x600 (Copy 1425).jpg,1,1000,600,132.649,0.197632,0.15152,0.480096,113.324
cat_1000x600 (Copy 453).jpg,0,1000,600,154.236,0.203776,0.196864,0.43408,135.231
cat_1000x600 (Copy 972).jpg,1,1000,600,144.752,0.196672,0.124256,0.407264,125.934
cat_1000x600 (Copy 1736).jpg,0,1000,600,208.487,0.202752,0.261024,0.42304,189.632
cat_1000x600 (Copy 1090).jpg,0,1000,600,165.334,0.204672,0.27008,0.427072,146.136
cat_1000x600 (Copy 477).jpg,1,1000,600,353.39,0.19456,0.098656,0.374976,334.684
cat_1000x600 (Copy 1923).jpg,0,1000,600,129.968,0.19456,0.206336,0.541312,110.827
cat_1000x600 (Copy 1082).jpg,1,1000,600,192.815,0.191488,0.105696,0.48368,173.819
cat_1000x600 (Copy 1727).jpg,0,1000,600,128.027,0.206848,0.197248,0.545664,108.946
cat_1000x600 (Copy 992).jpg,1,1000,600,160.526,0.196608,0.12416,0.50304,141.517
cat_1000x600 (Copy 1227).jpg,0,1000,600,150.617,0.202752,0.270816,0.425824,131.805
cat_1000x600 (Copy 934).jpg,1,1000,600,158.976,0.19456,0.12464,0.386912,140.159
cat_1000x600 (Copy 413).jpg,0,1000,600,142.69,0.202592,0.197312,0.535264,123.589
cat_1000x600 (Copy 1576).jpg,1,1000,600,156.511,0.196608,0.115008,0.474784,137.445
cat_1000x600 (Copy 1184).jpg,0,1000,600,189.442,0.208896,0.197664,0.529056,170.205
cat_1000x600 (Copy 1684).jpg,1,1000,600,254.051,0.196608,0.151776,0.499168,235.137
cat_1000x600 (Copy 781).jpg,1,1000,600,143.361,0.194656,0.124032,0.392384,124.577
cat_1000x600 (Copy 1291).jpg,0,1000,600,183.743,0.202752,0.242464,0.410208,165.083
cat_1000x600 (Copy 1663).jpg,0,1000,600,135.225,0.205824,0.197184,0.532064,116.126
cat_1000x600 (Copy 1632).jpg,1,1000,600,156.63,0.198656,0.115616,0.471904,137.471
cat_1000x600 (Copy 1472).jpg,1,1000,600,135.612,0.191488,0.124064,0.37184,116.834
cat_1000x600 (Copy 918).jpg,0,1000,600,152.321,0.198656,0.23328,0.412352,133.591
cat_1000x600 (Copy 1713).jpg,0,1000,600,164.178,0.203648,0.190848,0.533152,145.093
cat_1000x600 (Copy 188).jpg,1,1000,600,249.357,0.195584,0.115136,0.488576,230.254
cat_1000x600 (Copy 1996).jpg,0,1000,600,143.112,0.200768,0.251712,0.413888,124.465
cat_1000x600 (Copy 1174).jpg,1,1000,600,155.27,0.191488,0.12464,0.388416,136.582
cat_1000x600 (Copy 1786).jpg,1,1000,600,121.315,0.19456,0.142496,0.380096,102.47
cat_1000x600 (Copy 163).jpg,0,1000,600,148.245,0.198656,0.26,0.423328,129.318
cat_1000x600 (Copy 658).jpg,0,1000,600,160.797,0.198656,0.25168,0.419424,142.142
cat_1000x600 (Copy 1481).jpg,1,1000,600,225.407,0.193536,0.13312,0.372928,206.627
cat_1000x600 (Copy 1753).jpg,1,1000,600,128.965,0.18944,0.151744,0.4704,109.834
cat_1000x600 (Copy 1615).jpg,0,1000,600,151.428,0.198656,0.206304,0.402336,132.531
cat_1000x600 (Copy 102).jpg,0,1000,600,126.343,0.202752,0.242432,0.416416,107.6
cat_1000x600 (Copy 1272).jpg,1,1000,600,148.366,0.190208,0.13328,0.37312,129.43
cat_1000x600 (Copy 336).jpg,0,1000,600,151.377,0.204768,0.242592,0.407808,132.458
cat_1000x600 (Copy 980).jpg,1,1000,600,152.583,0.195584,0.124544,0.3832,134.029
cat_1000x600 (Copy 1709).jpg,1,1000,600,133.158,0.197376,0.124096,0.377824,114.433
cat_1000x600 (Copy 563).jpg,0,1000,600,154.977,0.2048,0.251648,0.405792,136.229
cat_1000x600 (Copy 1864).jpg,1,1000,600,131.176,0.191648,0.152032,0.471232,111.861
cat_1000x600 (Copy 1166).jpg,0,1000,600,152.859,0.198656,0.206368,0.523808,133.787
cat_1000x600 (Copy 1298).jpg,1,1000,600,163.069,0.195584,0.133184,0.37056,144.502
cat_1000x600 (Copy 1710).jpg,0,1000,600,175.752,0.202752,0.25168,0.413952,156.773
cat_1000x600 (Copy 1936).jpg,0,1000,600,164.131,0.202752,0.197056,0.40656,145.248
cat_1000x600 (Copy 374).jpg,1,1000,600,287.492,0.193536,0.1056,0.378784,268.839
cat_1000x600 (Copy 110).jpg,1,1000,600,161.058,0.19456,0.098656,0.3712,142.45
cat_1000x600 (Copy 661).jpg,0,1000,600,168.788,0.204512,0.241888,0.42032,150.092
cat_1000x600 (Copy 151).jpg,0,1000,600,144.93,0.205824,0.241568,0.41312,125.818
cat_1000x600 (Copy 1236).jpg,1,1000,600,165.652,0.195776,0.133632,0.364608,147
cat_1000x600 (Copy 178).jpg,1,1000,600,135.263,0.195584,0.123936,0.380992,116.51
cat_1000x600 (Copy 736).jpg,0,1000,600,160.336,0.2048,0.270112,0.453728,141.522
cat_1000x600 (Copy 1115).jpg,0,1000,600,132.289,0.206848,0.206496,0.5216,113.041
cat_1000x600 (Copy 333).jpg,1,1000,600,154.004,0.19552,0.12384,0.537984,135.184
cat_1000x600 (Copy 11).jpg,1,1000,600,139.462,0.19568,0.124608,0.482368,120.544
cat_1000x600 (Copy 368).jpg,0,1000,600,161.53,0.204704,0.215616,0.569632,142.301
cat_1000x600 (Copy 1049).jpg,1,1000,600,160.085,0.19456,0.1056,0.423328,141.028
cat_1000x600 (Copy 1898).jpg,0,1000,600,342.793,0.200704,0.206816,0.431296,323.618
cat_1000x600 (Copy 1764).jpg,1,1000,600,133.154,0.19968,0.124416,0.368096,114.431
cat_1000x600 (Copy 690).jpg,0,1000,600,155.119,0.201504,0.242464,0.419008,136.556
cat_1000x600 (Copy 970).jpg,1,1000,600,149.856,0.195872,0.12416,0.380032,131.257
cat_1000x600 (Copy 350).jpg,0,1000,600,477.11,0.205792,0.261024,0.423904,458.095
cat_1000x600 (Copy 1309).jpg,0,1000,600,157.765,0.201728,0.206368,0.449248,138.756
cat_1000x600 (Copy 787).jpg,1,1000,600,318.556,0.196608,0.114848,0.423712,299.478
cat_1000x600 (Copy 1124).jpg,1,1000,600,141.176,0.197632,0.133248,0.38048,122.467
cat_1000x600 (Copy 1842).jpg,0,1000,600,175.446,0.204896,0.261024,0.424992,156.72
cat_1000x600 (Copy 349).jpg,1,1000,600,145.828,0.188672,0.123744,0.396288,127.166
cat_1000x600 (Copy 1995).jpg,0,1000,600,242.595,0.198528,0.190656,0.419328,223.86
cat_1000x600 (Copy 1650).jpg,1,1000,600,132.672,0.198656,0.152096,0.492608,113.352
cat_1000x600 (Copy 537).jpg,0,1000,600,164.739,0.202752,0.19712,0.552928,145.596
cat_1000x600 (Copy 1470).jpg,0,1000,600,129.199,0.203968,0.197152,0.612064,109.996
cat_1000x600 (Copy 711).jpg,1,1000,600,272.418,0.198656,0.16752,0.50544,253.605
cat_1000x600 (Copy 1642).jpg,0,1000,600,139.181,0.197568,0.261024,0.422496,120.058
cat_1000x600 (Copy 490).jpg,1,1000,600,159.968,0.19056,0.133536,0.360128,141.261
cat_1000x600 (Copy 1154).jpg,0,1000,600,131.665,0.201728,0.242496,0.425696,112.841
cat_1000x600 (Copy 480).jpg,1,1000,600,149.063,0.193472,0.124,0.38448,130.448
cat_1000x600 (Copy 482).jpg,0,1000,600,143.37,0.204704,0.206432,0.543296,124.272
cat_1000x600 (Copy 754).jpg,1,1000,600,165.749,0.197632,0.115392,0.359072,147.178
cat_1000x600 (Copy 1946).jpg,1,1000,600,125.9,0.195584,0.13296,0.372864,107.217
cat_1000x600 (Copy 783).jpg,0,1000,600,156.681,0.203776,0.252,0.424288,137.919
cat_1000x600 (Copy 1503).jpg,1,1000,600,132.589,0.190464,0.114912,0.47968,113.598
cat_1000x600 (Copy 1383).jpg,0,1000,600,155.107,0.199488,0.19712,0.531808,136.002
cat_1000x600 (Copy 1165).jpg,1,1000,600,168.967,0.196448,0.142464,0.418848,149.897
cat_1000x600 (Copy 200).jpg,0,1000,600,232.095,0.201728,0.260864,0.407296,212.998
cat_1000x600 (Copy 1875).jpg,0,1000,600,127.999,0.199744,0.261056,0.437664,108.943
cat_1000x600 (Copy 360).jpg,1,1000,600,147.871,0.196608,0.098848,0.37296,129.321
cat_1000x600 (Copy 344).jpg,0,1000,600,145.804,0.206848,0.215584,0.525952,126.684
cat_1000x600 (Copy 197).jpg,1,1000,600,161.189,0.197504,0.114976,0.479584,141.967
cat_1000x600 (Copy 1621).jpg,1,1000,600,128.998,0.188384,0.133248,0.368512,110.292
cat_1000x600 (Copy 1187).jpg,0,1000,600,149.949,0.19968,0.251776,0.418976,131.152
cat_1000x600 (Copy 780).jpg,0,1000,600,126.941,0.205824,0.25168,0.43552,108.039
cat_1000x600 (Copy 30).jpg,1,1000,600,150.779,0.195584,0.12368,0.383328,132.239
cat_1000x600 (Copy 588).jpg,0,1000,600,124.465,0.207776,0.197152,0.555904,105.578
cat_1000x600 (Copy 317).jpg,1,1000,600,143.502,0.198656,0.151424,0.481408,124.351
cat_1000x600 (Copy 192).jpg,1,1000,600,163.272,0.192512,0.106016,0.36992,144.512
cat_1000x600 (Copy 1927).jpg,0,1000,600,218.709,0.197632,0.251008,0.403072,199.93
cat_1000x600 (Copy 1706).jpg,0,1000,600,141.131,0.2048,0.243168,0.405856,121.996
cat_1000x600 (Copy 34).jpg,1,1000,600,191.234,0.19632,0.13312,0.360352,172.495
cat_1000x600 (Copy 1491).jpg,1,1000,600,134.233,0.193536,0.098752,0.37936,115.539
cat_1000x600 (Copy 1315).jpg,0,1000,600,174.902,0.202752,0.260544,0.43232,155.856
cat_1000x600 (Copy 294).jpg,1,1000,600,140.865,0.197632,0.15168,0.564256,121.476
cat_1000x600 (Copy 1343).jpg,0,1000,600,165.277,0.198656,0.234144,0.537056,145.942
cat_1000x600 (Copy 230).jpg,1,1000,600,159.021,0.195584,0.160736,0.482208,140.062
cat_1000x600 (Copy 1954).jpg,0,1000,600,205.91,0.2048,0.26912,0.423808,186.986
cat_1000x600 (Copy 1064).jpg,0,1000,600,170.475,0.2048,0.197248,0.557184,151.095
cat_1000x600 (Copy 1543).jpg,1,1000,600,226.193,0.198592,0.188672,0.369312,207.249
cat_1000x600 (Copy 89).jpg,0,1000,600,160.007,0.2048,0.270112,0.440032,141.094
cat_1000x600 (Copy 1140).jpg,1,1000,600,161.846,0.196608,0.124064,0.399904,143.032
cat_1000x600 (Copy 365).jpg,0,1000,600,135.674,0.197408,0.242624,0.532448,116.56
cat_1000x600 (Copy 1000).jpg,1,1000,600,158.903,0.191488,0.151872,0.479968,139.696
cat_1000x600 (Copy 1751).jpg,1,1000,600,152.411,0.192512,0.09872,0.358208,133.794
cat_1000x600 (Copy 489).jpg,0,1000,600,163.776,0.20176,0.24256,0.410656,144.956
cat_1000x600 (Copy 1776).jpg,1,1000,600,146.556,0.195584,0.12416,0.388608,127.784
cat_1000x600 (Copy 1471).jpg,0,1000,600,363.598,0.200704,0.260736,0.426464,344.79
cat_1000x600 (Copy 829).jpg,0,1000,600,131.924,0.207872,0.206144,0.530304,112.625
cat_1000x600 (Copy 743).jpg,1,1000,600,249.441,0.196608,0.244576,0.363136,230.743
cat_1000x600 (Copy 1693).jpg,0,1000,600,142.176,0.206848,0.197056,0.572512,123.143
cat_1000x600 (Copy 1144).jpg,1,1000,600,165.726,0.199616,0.134528,0.50784,146.743
cat_1000x600 (Copy 1325).jpg,1,1000,600,217.238,0.199456,0.14288,0.49936,198.296
cat_1000x600 (Copy 463).jpg,0,1000,600,217.704,0.20992,0.260896,0.548064,198.388
cat_1000x600 (Copy 613).jpg,1,1000,600,133.011,0.193536,0.133312,0.41472,113.834
cat_1000x600 (Copy 1118).jpg,0,1000,600,147.311,0.195584,0.206176,0.448672,128.208
cat_1000x600 (Copy 1765).jpg,0,1000,600,131.284,0.202752,0.251648,0.541088,111.831
cat_1000x600 (Copy 1571).jpg,1,1000,600,154.594,0.201728,0.15184,0.475136,135.581
cat_1000x600 (Copy 1919).jpg,0,1000,600,165.461,0.204736,0.24128,0.415648,146.62
cat_1000x600 (Copy 895).jpg,1,1000,600,229.734,0.194432,0.124128,0.36992,211.024
cat_1000x600 (Copy 1176).jpg,1,1000,600,169.49,0.194496,0.133056,0.364544,150.667
cat_1000x600 (Copy 500).jpg,0,1000,600,191.005,0.199808,0.242464,0.405952,172.285
cat_1000x600 (Copy 1794).jpg,1,1000,600,128.4,0.18944,0.13296,0.361376,109.531
cat_1000x600 (Copy 946).jpg,0,1000,600,143.729,0.197632,0.242624,0.41456,124.939
cat_1000x600 (Copy 1750).jpg,1,1000,600,175.485,0.18944,0.13328,0.381472,156.764
cat_1000x600 (Copy 1618).jpg,0,1000,600,205.133,0.197632,0.27008,0.417824,186.372
cat_1000x600 (Copy 1978).jpg,1,1000,600,130.107,0.192512,0.133152,0.36032,111.185
cat_1000x600 (Copy 323).jpg,0,1000,600,324.205,0.195584,0.241568,0.40496,305.481
cat_1000x600 (Copy 1701).jpg,1,1000,600,130.526,0.195584,0.099168,0.36096,112.022
cat_1000x600 (Copy 233).jpg,0,1000,600,130.632,0.201728,0.242464,0.402272,111.782
cat_1000x600 (Copy 906).jpg,0,1000,600,132.135,0.19968,0.215296,0.533664,112.981
cat_1000x600 (Copy 1253).jpg,1,1000,600,154.373,0.191616,0.151968,0.479744,135.499
cat_1000x600 (Copy 424).jpg,1,1000,600,132.279,0.19968,0.105888,0.386464,113.334
cat_1000x600 (Copy 628).jpg,0,1000,600,154.695,0.2048,0.260896,0.419264,135.826
cat_1000x600 (Copy 1746).jpg,0,1000,600,147.221,0.206848,0.197216,0.563584,128.028
cat_1000x600 (Copy 598).jpg,1,1000,600,168.431,0.197632,0.15152,0.478784,149.597
cat_1000x600 (Copy 1703).jpg,1,1000,600,164.387,0.198656,0.161248,0.553184,144.738
cat_1000x600 (Copy 1281).jpg,0,1000,600,164.447,0.204704,0.270144,0.58096,144.869
cat_1000x600 (Copy 400).jpg,1,1000,600,133.267,0.194464,0.142432,0.368896,114.332
cat_1000x600 (Copy 1445).jpg,0,1000,600,158.132,0.203776,0.251808,0.413312,139.135
cat_1000x600 (Copy 1883).jpg,1,1000,600,128.266,0.193536,0.124,0.384832,109.648
cat_1000x600 (Copy 238).jpg,0,1000,600,157.884,0.204576,0.242496,0.410016,138.687
cat_1000x600 (Copy 1775).jpg,0,1000,600,144.543,0.203648,0.25184,0.42592,125.438
cat_1000x600 (Copy 835).jpg,1,1000,600,165.444,0.194304,0.124064,0.382784,146.869
cat_1000x600 (Copy 866).jpg,1,1000,600,132.305,0.19968,0.15152,0.46576,113.128
cat_1000x600 (Copy 994).jpg,0,1000,600,179.157,0.204032,0.2064,0.531136,160.1
cat_1000x600 (Copy 1085).jpg,1,1000,600,141.375,0.19536,0.133472,0.363168,122.238
cat_1000x600 (Copy 1398).jpg,0,1000,600,166.258,0.201728,0.251136,0.406976,147.368
cat_1000x600 (Copy 483).jpg,1,1000,600,136.461,0.194272,0.098592,0.380768,117.721
cat_1000x600 (Copy 1403).jpg,0,1000,600,160.111,0.203616,0.242464,0.4008,141.326
cat_1000x600 (Copy 282).jpg,0,1000,600,297.781,0.201728,0.251232,0.441664,279.028
cat_1000x600 (Copy 1652).jpg,1,1000,600,303.514,0.189408,0.098784,0.374752,284.773
cat_1000x600 (Copy 346).jpg,0,1000,600,140.414,0.203712,0.260864,0.424256,121.676
cat_1000x600 (Copy 928).jpg,1,1000,600,144.962,0.189472,0.133248,0.37728,126.297
cat_1000x600 (Copy 1032).jpg,1,1000,600,150.581,0.19456,0.151872,0.466272,131.622
cat_1000x600 (Copy 1321).jpg,0,1000,600,187.133,0.206848,0.2064,0.529664,167.992
cat_1000x600 (Copy 412).jpg,0,1000,600,127.92,0.205696,0.251744,0.400608,108.928
cat_1000x600 (Copy 705).jpg,1,1000,600,270.708,0.196448,0.14256,0.48272,251.553
cat_1000x600 (Copy 671).jpg,1,1000,600,132.648,0.188416,0.133248,0.38032,113.867
cat_1000x600 (Copy 1580).jpg,0,1000,600,154.1,0.196608,0.2416,0.401952,135.361
cat_1000x600 (Copy 127).jpg,1,1000,600,138.686,0.198624,0.124096,0.480064,119.557
cat_1000x600 (Copy 578).jpg,0,1000,600,157.799,0.202752,0.206432,0.551648,138.496
cat_1000x600 (Copy 619).jpg,0,1000,600,138.399,0.202752,0.19776,0.55376,119.294
cat_1000x600 (Copy 510).jpg,1,1000,600,177.137,0.198656,0.151872,0.560992,158.277
cat_1000x600 (Copy 1669).jpg,0,1000,600,123.486,0.203776,0.2704,0.437216,104.235
cat_1000x600 (Copy 378).jpg,1,1000,600,368.534,0.196608,0.133312,0.373568,349.808
cat_1000x600 (Copy 769).jpg,1,1000,600,140.757,0.197536,0.124288,0.377792,121.99
cat_1000x600 (Copy 379).jpg,0,1000,600,170.955,0.2048,0.2328,0.401984,152.152
cat_1000x600 (Copy 439).jpg,1,1000,600,128.14,0.190464,0.132928,0.367264,109.354
cat_1000x600 (Copy 1158).jpg,0,1000,600,128.931,0.198656,0.242464,0.405312,110.175
cat_1000x600 (Copy 376).jpg,1,1000,600,139.826,0.18944,0.124064,0.465728,120.834
cat_1000x600 (Copy 1637).jpg,0,1000,600,161.186,0.19968,0.233472,0.401152,142.39
cat_1000x600 (Copy 454).jpg,1,1000,600,160.783,0.18944,0.124064,0.397888,142.018
cat_1000x600 (Copy 1276).jpg,0,1000,600,173.044,0.198592,0.242464,0.405536,154.281
cat_1000x600 (Copy 1390).jpg,0,1000,600,128.27,0.206784,0.206208,0.559712,108.957
cat_1000x600 (Copy 218).jpg,1,1000,600,174.281,0.19888,0.142912,0.478944,155.409
cat_1000x600 (Copy 753).jpg,1,1000,600,140.135,0.198656,0.098944,0.397312,121.354
cat_1000x600 (Copy 1495).jpg,0,1000,600,157.079,0.201504,0.27008,0.408032,138.066
cat_1000x600 (Copy 1893).jpg,1,1000,600,133.008,0.197632,0.143328,0.487008,113.915
cat_1000x600 (Copy 208).jpg,0,1000,600,154.951,0.205824,0.197248,0.414176,136.192
cat_1000x600 (Copy 1653).jpg,1,1000,600,139.462,0.195392,0.143296,0.473312,120.083
cat_1000x600 (Copy 832).jpg,0,1000,600,161.535,0.197632,0.298656,0.422752,142.53
cat_1000x600 (Copy 109).jpg,1,1000,600,167.41,0.190464,0.142656,0.468992,148.356
cat_1000x600 (Copy 262).jpg,0,1000,600,215.357,0.197504,0.197152,0.54656,196.435
cat_1000x600 (Copy 529).jpg,1,1000,600,164.098,0.192512,0.114912,0.488736,144.809
cat_1000x600 (Copy 795).jpg,0,1000,600,178.979,0.198784,0.197248,0.612768,159.962
cat_1000x600 (Copy 586).jpg,1,1000,600,135.038,0.197632,0.114976,0.470688,115.967
cat_1000x600 (Copy 929).jpg,0,1000,600,169.337,0.203584,0.206656,0.561184,150.263
cat_1000x600 (Copy 1160).jpg,1,1000,600,135.006,0.190176,0.133184,0.36448,116.255
cat_1000x600 (Copy 1305).jpg,0,1000,600,156.806,0.196608,0.233152,0.417376,138.043
cat_1000x600 (Copy 1292).jpg,1,1000,600,125.375,0.19024,0.098784,0.380096,106.582
cat_1000x600 (Copy 31).jpg,0,1000,600,125.439,0.198496,0.25184,0.426304,106.499
cat_1000x600 (Copy 1356).jpg,1,1000,600,157.734,0.187392,0.124352,0.378112,138.98
cat_1000x600 (Copy 637).jpg,0,1000,600,164.103,0.197632,0.25168,0.423136,145.29
cat_1000x600 (Copy 1902).jpg,1,1000,600,161.295,0.193536,0.123968,0.360544,142.426
cat_1000x600 (Copy 394).jpg,0,1000,600,174.952,0.203776,0.26,0.42016,156.04
cat_1000x600 (Copy 240).jpg,1,1000,600,148.454,0.196608,0.11472,0.489824,129.575
cat_1000x600 (Copy 1761).jpg,0,1000,600,148.706,0.207872,0.197856,0.549312,129.302
cat_1000x600 (Copy 216).jpg,1,1000,600,125.3,0.188416,0.133248,0.390048,106.751
cat_1000x600 (Copy 1606).jpg,0,1000,600,129.436,0.198656,0.232352,0.404672,110.357
cat_1000x600 (Copy 1901).jpg,1,1000,600,131.603,0.197632,0.098656,0.38128,112.923
cat_1000x600 (Copy 82).jpg,0,1000,600,153.303,0.20672,0.251744,0.40448,134.535
cat_1000x600 (Copy 609).jpg,0,1000,600,132.289,0.205824,0.197184,0.579776,113.172
cat_1000x600 (Copy 270).jpg,1,1000,600,154.198,0.196608,0.133792,0.389536,135.506
cat_1000x600 (Copy 1412).jpg,0,1000,600,134.875,0.198816,0.190752,0.650208,115.584
cat_1000x600 (Copy 879).jpg,1,1000,600,141.821,0.195584,0.114912,0.526304,122.969
cat_1000x600 (Copy 1155).jpg,0,1000,600,157.934,0.197632,0.197056,0.411936,139.009
cat_1000x600 (Copy 692).jpg,1,1000,600,222.62,0.195584,0.098752,0.376192,204.077
cat_1000x600 (Copy 532).jpg,0,1000,600,144.076,0.203776,0.24112,0.405952,125.262
cat_1000x600 (Copy 303).jpg,1,1000,600,166.111,0.196352,0.105664,0.362432,147.346
cat_1000x600 (Copy 1286).jpg,0,1000,600,130.964,0.20368,0.190912,0.552192,111.718
cat_1000x600 (Copy 1287).jpg,1,1000,600,153.317,0.197632,0.142656,0.550208,134.405
cat_1000x600 (Copy 263).jpg,1,1000,600,134.93,0.197632,0.105632,0.36912,116.056
cat_1000x600 (Copy 1341).jpg,0,1000,600,161.741,0.2048,0.25168,0.42096,142.909
cat_1000x600 (Copy 168).jpg,0,1000,600,144.154,0.207936,0.197248,0.61264,124.767
cat_1000x600 (Copy 1373).jpg,1,1000,600,165.472,0.200448,0.160736,0.484352,146.558
cat_1000x600 (Copy 1080).jpg,1,1000,600,176.966,0.198464,0.124032,0.3616,158.232
cat_1000x600 (Copy 1478).jpg,0,1000,600,223.338,0.205824,0.233248,0.411552,204.518
cat_1000x600 (Copy 190).jpg,1,1000,600,145.007,0.190464,0.133664,0.399424,126.292
cat_1000x600 (Copy 112).jpg,0,1000,600,145.294,0.198656,0.259936,0.404512,126.546
cat_1000x600 (Copy 370).jpg,0,1000,600,132.687,0.201728,0.25168,0.42736,113.728
cat_1000x600 (Copy 63).jpg,1,1000,600,391.166,0.199552,0.133504,0.37264,372.555
cat_1000x600 (Copy 1132).jpg,1,1000,600,166.782,0.191424,0.13328,0.369216,148.271
cat_1000x600 (Copy 1976).jpg,0,1000,600,180.659,0.198432,0.251808,0.411904,161.833
cat_1000x600 (Copy 422).jpg,0,1000,600,135.648,0.202528,0.25168,0.419392,116.869
cat_1000x600 (Copy 1350).jpg,1,1000,600,154.435,0.19968,0.098624,0.381344,135.559
cat_1000x600 (Copy 1243).jpg,0,1000,600,152.308,0.206656,0.241568,0.414272,133.361
cat_1000x600 (Copy 1268).jpg,1,1000,600,301.826,0.19456,0.124032,0.377568,283.254
cat_1000x600 (Copy 898).jpg,0,1000,600,133.65,0.205824,0.233248,0.405952,114.756
cat_1000x600 (Copy 561).jpg,1,1000,600,149.027,0.197632,0.147712,0.373184,130.184
cat_1000x600 (Copy 1874).jpg,0,1000,600,129.218,0.2048,0.260032,0.40576,110.435
cat_1000x600 (Copy 341).jpg,1,1000,600,130.301,0.197568,0.124032,0.357408,111.791
cat_1000x600 (Copy 796).jpg,0,1000,600,123.56,0.205632,0.242464,0.41344,104.783
cat_1000x600 (Copy 596).jpg,1,1000,600,273.795,0.196608,0.142368,0.363488,255.052
cat_1000x600 (Copy 1588).jpg,1,1000,600,163.761,0.200704,0.12384,0.497216,144.833
cat_1000x600 (Copy 1122).jpg,0,1000,600,176.955,0.203776,0.270272,0.563872,157.717
cat_1000x600 (Copy 1574).jpg,0,1000,600,145.447,0.204704,0.26096,0.43024,126.531
cat_1000x600 (Copy 515).jpg,1,1000,600,158.546,0.1944,0.132992,0.36288,139.964
cat_1000x600 (Copy 968).jpg,1,1000,600,340.329,0.195584,0.124096,0.38784,321.339
cat_1000x600 (Copy 1509).jpg,0,1000,600,340.577,0.203552,0.250784,0.467008,321.504
cat_1000x600 (Copy 1997).jpg,1,1000,600,189.948,0.193536,0.133248,0.40992,171.13
cat_1000x600 (Copy 1089).jpg,0,1000,600,237.251,0.2048,0.25168,0.434912,218.248
cat_1000x600 (Copy 1832).jpg,1,1000,600,138.11,0.196608,0.098624,0.373472,119.445
cat_1000x600 (Copy 1020).jpg,0,1000,600,166.006,0.2048,0.242592,0.402496,147.271
cat_1000x600 (Copy 1909).jpg,0,1000,600,128.819,0.202752,0.251712,0.424928,110.007
cat_1000x600 (Copy 996).jpg,1,1000,600,132.658,0.197632,0.105312,0.371072,113.949
cat_1000x600 (Copy 1595).jpg,1,1000,600,123.141,0.19968,0.151904,0.490432,104.013
cat_1000x600 (Copy 437).jpg,0,1000,600,270.959,0.207936,0.206784,0.41824,252.078
cat_1000x600 (Copy 1568).jpg,1,1000,600,130.584,0.19968,0.106464,0.55472,111.879
cat_1000x600 (Copy 709).jpg,0,1000,600,146.372,0.208704,0.197248,0.541248,127.283
cat_1000x600 (Copy 683).jpg,0,1000,600,181.876,0.200704,0.190816,0.548192,162.724
cat_1000x600 (Copy 889).jpg,1,1000,600,198.339,0.188416,0.151968,0.360192,179.596
cat_1000x600 (Copy 1649).jpg,0,1000,600,165.56,0.195552,0.260928,0.42144,146.702
cat_1000x600 (Copy 1452).jpg,1,1000,600,240.381,0.190464,0.10528,0.369952,221.86
cat_1000x600 (Copy 467).jpg,0,1000,600,130.627,0.205824,0.241536,0.403904,111.96
cat_1000x600 (Copy 1808).jpg,1,1000,600,191.285,0.195584,0.151232,0.365824,172.687
cat_1000x600 (Copy 542).jpg,0,1000,600,151.317,0.202752,0.25168,0.439808,132.362
cat_1000x600 (Copy 882).jpg,1,1000,600,163.439,0.196608,0.105728,0.368992,145.003
cat_1000x600 (Copy 1453).jpg,0,1000,600,171.994,0.199424,0.197184,0.660832,152.675
cat_1000x600 (Copy 1748).jpg,1,1000,600,405.645,0.18944,0.26128,0.377408,386.888
cat_1000x600 (Copy 1806).jpg,1,1000,600,145.568,0.190464,0.124224,0.367584,127.075
cat_1000x600 (Copy 1878).jpg,0,1000,600,153.749,0.197632,0.251712,0.425408,134.839
cat_1000x600 (Copy 1551).jpg,0,1000,600,135.84,0.201728,0.1904,0.414368,116.721
cat_1000x600 (Copy 219).jpg,1,1000,600,157.363,0.197632,0.133632,0.371584,138.36
cat_1000x600 (Copy 932).jpg,1,1000,600,124.274,0.196608,0.133568,0.387808,105.471
