filename,gpu_id,width,height,total_ms,kernel_ms,h2d_ms,d2h_ms,io_ms
cat_1000x600 (Copy 2140).jpg,1,1000,600,142.651,0.197632,0.12416,0.368448,123.928
cat_1000x600 (Copy 2118).jpg,0,1000,600,331.559,0.203776,0.242624,0.430048,312.834
cat_1000x600 (Copy 3423).jpg,1,1000,600,437.572,0.192512,0.133376,0.358272,418.766
cat_1000x600 (Copy 2213).jpg,0,1000,600,155.033,0.201728,0.25168,0.431936,136.225
cat_1000x600 (Copy 1078).jpg,1,1000,600,201.716,0.191488,0.133344,0.351776,183.21
cat_1000x600 (Copy 1173).jpg,1,1000,600,169.64,0.198656,0.13344,0.349376,150.991
cat_1000x600 (Copy 4413).jpg,0,1000,600,399.681,0.205824,0.279168,0.450752,380.781
cat_1000x600 (Copy 4325).jpg,0,1000,600,136.921,0.205824,0.197248,0.627584,117.981
cat_1000x600 (Copy 4366).jpg,1,1000,600,163.566,0.201728,0.114976,0.466752,144.464
cat_1000x600 (Copy 3056).jpg,1,1000,600,131.548,0.193376,0.13376,0.369632,112.685
cat_1000x600 (Copy 3693).jpg,0,1000,600,173.254,0.198656,0.278464,0.441568,154.409
cat_1000x600 (Copy 3675).jpg,1,1000,600,212.189,0.191488,0.142624,0.502176,193.076
cat_1000x600 (Copy 714).jpg,0,1000,600,470.74,0.206848,0.25136,0.583136,451.735
cat_1000x600 (Copy 3864).jpg,0,1000,600,147.86,0.206752,0.241568,0.41296,129.182
cat_1000x600 (Copy 4130).jpg,1,1000,600,322.016,0.192512,0.142656,0.348832,303.296
cat_1000x600 (Copy 4887).jpg,1,1000,600,129.766,0.198656,0.142528,0.361344,110.744
cat_1000x600 (Copy 2701).jpg,0,1000,600,132.946,0.2048,0.197088,0.455232,113.925
cat_1000x600 (Copy 1167).jpg,1,1000,600,136.944,0.192256,0.1336,0.359968,117.943
cat_1000x600 (Copy 1911).jpg,0,1000,600,175.205,0.200704,0.242592,0.417056,156.02
cat_1000x600 (Copy 2228).jpg,0,1000,600,143.319,0.19968,0.2064,0.568064,124.113
cat_1000x600 (Copy 4439).jpg,1,1000,600,156.615,0.197632,0.16112,0.468864,137.508
cat_1000x600 (Copy 1696).jpg,0,1000,600,141.262,0.206848,0.269248,0.551424,122
cat_1000x600 (Copy 700).jpg,1,1000,600,154.561,0.305152,0.151968,0.341216,135.679
cat_1000x600 (Copy 2271).jpg,1,1000,600,163.083,0.201472,0.116128,0.477408,144.077
cat_1000x600 (Copy 1408).jpg,0,1000,600,281.876,0.207872,0.24144,0.540608,262.859
cat_1000x600 (Copy 1012).jpg,0,1000,600,131.699,0.208896,0.197248,0.54176,112.437
cat_1000x600 (Copy 2943).jpg,1,1000,600,145.7,0.200704,0.161152,0.3576,126.913
cat_1000x600 (Copy 494).jpg,0,1000,600,126.778,0.198592,0.260896,0.564288,107.511
cat_1000x600 (Copy 2133).jpg,1,1000,600,140.708,0.19536,0.114976,0.455776,121.78
cat_1000x600 (Copy 2344).jpg,0,1000,600,139.668,0.197632,0.190816,0.552192,120.369
cat_1000x600 (Copy 1354).jpg,1,1000,600,173.114,0.19456,0.142784,0.507296,154.192
cat_1000x600 (Copy 3526).jpg,0,1000,600,127.264,0.20288,0.269056,0.440384,108.195
cat_1000x600 (Copy 3658).jpg,1,1000,600,146.2,0.197632,0.124384,0.363392,127.222
cat_1000x600 (Copy 2876).jpg,0,1000,600,152.727,0.206848,0.242752,0.551552,133.385
cat_1000x600 (Copy 2798).jpg,1,1000,600,166.269,0.196608,0.152,0.49296,147.289
cat_1000x600 (Copy 1834).jpg,1,1000,600,177.396,0.199488,0.124224,0.371392,158.477
cat_1000x600 (Copy 4733).jpg,0,1000,600,240.913,0.205824,0.243104,0.414752,222.062
cat_1000x600 (Copy 1001).jpg,1,1000,600,129.863,0.198656,0.152448,0.350304,111.033
cat_1000x600 (Copy 1259).jpg,0,1000,600,165.692,0.201728,0.242592,0.415104,146.927
cat_1000x600 (Copy 2165).jpg,1,1000,600,138.32,0.197632,0.133248,0.353568,119.487
cat_1000x600 (Copy 3505).jpg,0,1000,600,152.257,0.203776,0.260864,0.434784,132.832
cat_1000x600 (Copy 558).jpg,1,1000,600,126.303,0.19968,0.133472,0.372736,107.524
cat_1000x600 (Copy 824).jpg,0,1000,600,163.109,0.205824,0.260992,0.42352,144.149
cat_1000x600 (Copy 4650).jpg,0,1000,600,132.378,0.2048,0.25136,0.431904,113.378
cat_1000x600 (Copy 4354).jpg,1,1000,600,146.208,0.196608,0.124128,0.353152,127.608
cat_1000x600 (Copy 2885).jpg,1,1000,600,141.768,0.196864,0.124544,0.376224,123.04
cat_1000x600 (Copy 2940).jpg,0,1000,600,163.309,0.206848,0.242752,0.420352,144.469
cat_1000x600 (Copy 3839).jpg,0,1000,600,159.062,0.202656,0.241472,0.427744,140.003
cat_1000x600 (Copy 2987).jpg,1,1000,600,198.451,0.19968,0.133312,0.359648,179.91
cat_1000x600 (Copy 4553).jpg,1,1000,600,128.622,0.19456,0.143712,0.47264,109.578
cat_1000x600 (Copy 4591).jpg,0,1000,600,132.323,0.202752,0.21568,0.542176,112.848
cat_1000x600 (Copy 1489).jpg,1,1000,600,151.304,0.200704,0.142656,0.468768,132.186
cat_1000x600 (Copy 1643).jpg,0,1000,600,217.198,0.208896,0.206368,0.550112,198.13
cat_1000x600 (Copy 3790).jpg,0,1000,600,160.133,0.20992,0.20592,0.569952,140.774
cat_1000x600 (Copy 4445).jpg,1,1000,600,162.412,0.201728,0.124672,0.501696,143.222
cat_1000x600 (Copy 4088).jpg,0,1000,600,132.081,0.206816,0.25168,0.432,113.258
cat_1000x600 (Copy 1821).jpg,1,1000,600,148.468,0.19648,0.124064,0.371744,129.681
cat_1000x600 (Copy 2928).jpg,1,1000,600,139.929,0.195488,0.14288,0.374976,121.056
cat_1000x600 (Copy 4305).jpg,0,1000,600,166.206,0.206784,0.269568,0.437216,147.032
cat_1000x600 (Copy 4626).jpg,0,1000,600,131.498,0.207872,0.261216,0.64176,112.326
cat_1000x600 (Copy 3774).jpg,1,1000,600,177.679,0.200544,0.151968,0.48224,158.623
cat_1000x600 (Copy 1482).jpg,1,1000,600,128.112,0.196608,0.124032,0.396512,109.242
cat_1000x600 (Copy 4854).jpg,0,1000,600,140.767,0.201728,0.215488,0.409312,121.977
cat_1000x600 (Copy 2222).jpg,1,1000,600,153.564,0.205824,0.143712,0.470752,134.362
cat_1000x600 (Copy 391).jpg,0,1000,600,307.038,0.20992,0.197088,0.678432,287.747
cat_1000x600 (Copy 3756).jpg,1,1000,600,137.357,0.19664,0.124192,0.372384,118.575
cat_1000x600 (Copy 4357).jpg,0,1000,600,149.444,0.2048,0.250816,0.428416,130.573
cat_1000x600 (Copy 4307).jpg,0,1000,600,157.686,0.2048,0.26096,0.43936,138.746
cat_1000x600 (Copy 841).jpg,1,1000,600,213.332,0.199456,0.098816,0.361152,194.807
cat_1000x600 (Copy 4042).jpg,1,1000,600,138.227,0.199392,0.124128,0.39168,119.333
cat_1000x600 (Copy 4589).jpg,0,1000,600,177.81,0.206848,0.251136,0.427168,159.041
cat_1000x600 (Copy 4211).jpg,1,1000,600,126.303,0.192512,0.124128,0.389984,107.457
cat_1000x600 (Copy 44).jpg,0,1000,600,148.635,0.198912,0.26912,0.437152,129.82
cat_1000x600 (Copy 1929).jpg,1,1000,600,152.12,0.203584,0.15712,0.492704,133.208
cat_1000x600 (Copy 4702).jpg,0,1000,600,302.595,0.207872,0.197216,0.578496,283.281
cat_1000x600 (Copy 1239).jpg,1,1000,600,164.515,0.199648,0.151104,0.379712,145.631
cat_1000x600 (Copy 2447).jpg,0,1000,600,228.806,0.20656,0.25168,0.434336,209.91
cat_1000x600 (Copy 319).jpg,1,1000,600,185.84,0.192512,0.142816,0.486912,166.744
cat_1000x600 (Copy 181).jpg,0,1000,600,207.071,0.201728,0.190752,0.549216,188.076
cat_1000x600 (Copy 2404).jpg,1,1000,600,152.501,0.205024,0.133312,0.353792,133.533
cat_1000x600 (Copy 1258).jpg,0,1000,600,154.497,0.203776,0.19712,0.425344,135.684
cat_1000x600 (Copy 823).jpg,0,1000,600,153.851,0.206752,0.250816,0.426272,134.795
cat_1000x600 (Copy 4451).jpg,1,1000,600,182.928,0.198656,0.124416,0.378848,164.245
cat_1000x600 (Copy 3152).jpg,1,1000,600,193.461,0.199488,0.142752,0.473568,174.425
cat_1000x600 (Copy 234).jpg,0,1000,600,317.562,0.208896,0.197312,0.428352,298.512
cat_1000x600 (Copy 1109).jpg,0,1000,600,137.584,0.19968,0.25184,0.597952,118.61
cat_1000x600 (Copy 4829).jpg,1,1000,600,164.91,0.191488,0.105856,0.462208,145.985
cat_1000x600 (Copy 3952).jpg,1,1000,600,151.392,0.201504,0.151968,0.454752,132.372
cat_1000x600 (Copy 3901).jpg,0,1000,600,151.509,0.207872,0.197184,0.590528,132.184
cat_1000x600 (Copy 1005).jpg,0,1000,600,143.719,0.19968,0.23344,0.408544,124.803
cat_1000x600 (Copy 2144).jpg,1,1000,600,296.651,0.196736,0.099008,0.356096,278.135
cat_1000x600 (Copy 2738).jpg,1,1000,600,162.267,0.197632,0.123776,0.352288,143.368
cat_1000x600 (Copy 2814).jpg,0,1000,600,227.013,0.203776,0.242464,0.430272,207.835
cat_1000x600 (Copy 670).jpg,0,1000,600,181.491,0.19968,0.250784,0.421056,162.421
cat_1000x600 (Copy 4925).jpg,1,1000,600,246.398,0.193536,0.133536,0.354848,227.544
cat_1000x600 (Copy 2463).jpg,0,1000,600,138.056,0.2048,0.242528,0.41936,119.07
cat_1000x600 (Copy 4350).jpg,1,1000,600,145.218,0.197632,0.133632,0.370272,126.576
cat_1000x600 (Copy 4693).jpg,0,1000,600,149.715,0.207712,0.2064,0.545632,130.592
cat_1000x600 (Copy 666).jpg,1,1000,600,172.017,0.203648,0.16176,0.474816,152.851
cat_1000x600 (Copy 4441).jpg,1,1000,600,130.372,0.18944,0.105472,0.364,111.572
cat_1000x600 (Copy 716).jpg,0,1000,600,143.192,0.19968,0.251712,0.422848,124.3
cat_1000x600 (Copy 2954).jpg,1,1000,600,153.164,0.197632,0.13376,0.349952,134.288
cat_1000x600 (Copy 3957).jpg,0,1000,600,153.347,0.205824,0.241888,0.4088,134.501
cat_1000x600 (Copy 3971).jpg,1,1000,600,148.203,0.193536,0.161088,0.46912,129.088
cat_1000x600 (Copy 4695).jpg,0,1000,600,167.191,0.20064,0.260416,0.434784,148.192
cat_1000x600 (Copy 4523).jpg,0,1000,600,136.916,0.203584,0.241536,0.42272,117.733
cat_1000x600 (Copy 4210).jpg,1,1000,600,162.769,0.19968,0.133344,0.378336,143.722
cat_1000x600 (Copy 23).jpg,0,1000,600,163.856,0.198656,0.206304,0.447616,144.77
cat_1000x600 (Copy 1208).jpg,1,1000,600,330.62,0.18944,0.142624,0.369952,311.614
cat_1000x600 (Copy 1692).jpg,0,1000,600,157.673,0.208768,0.2416,0.419328,138.843
cat_1000x600 (Copy 975).jpg,1,1000,600,167.658,0.19968,0.133312,0.34976,148.998
cat_1000x600 (Copy 1932).jpg,1,1000,600,129.573,0.202752,0.151936,0.457216,110.767
cat_1000x600 (Copy 527).jpg,0,1000,600,141.05,0.203712,0.260896,0.565056,121.821
cat_1000x600 (Copy 2078).jpg,1,1000,600,124.96,0.196608,0.124512,0.405664,106.218
cat_1000x600 (Copy 1143).jpg,0,1000,600,170.101,0.205824,0.215456,0.41984,151.275
cat_1000x600 (Copy 3565).jpg,1,1000,600,159.701,0.20064,0.142528,0.370336,140.555
cat_1000x600 (Copy 1474).jpg,0,1000,600,161.465,0.202752,0.27008,0.4408,142.288
cat_1000x600 (Copy 3208).jpg,1,1000,600,132.867,0.200704,0.13344,0.379072,113.954
cat_1000x600 (Copy 2106).jpg,0,1000,600,174.32,0.2048,0.24256,0.421056,155.523
cat_1000x600 (Copy 2057).jpg,0,1000,600,154.952,0.2048,0.25232,0.4272,136.249
cat_1000x600 (Copy 4627).jpg,1,1000,600,157.614,0.197632,0.133312,0.355552,138.869
cat_1000x600 (Copy 3524).jpg,1,1000,600,138.969,0.201728,0.142656,0.538304,119.879
cat_1000x600 (Copy 395).jpg,0,1000,600,152.503,0.20784,0.190752,0.548224,133.109
cat_1000x600 (Copy 3450).jpg,1,1000,600,135.735,0.200672,0.133344,0.371904,116.797
cat_1000x600 (Copy 3014).jpg,0,1000,600,156.747,0.205824,0.260896,0.432064,137.955
cat_1000x600 (Copy 2039).jpg,0,1000,600,146.593,0.201696,0.251872,0.428416,127.863
cat_1000x600 (Copy 2878).jpg,1,1000,600,174.682,0.193536,0.143744,0.369856,155.851
cat_1000x600 (Copy 2565).jpg,1,1000,600,127.534,0.193536,0.124928,0.389376,108.725
cat_1000x600 (Copy 2949).jpg,0,1000,600,140.748,0.2048,0.215456,0.461824,121.842
cat_1000x600 (Copy 4406).jpg,1,1000,600,164.494,0.202624,0.152,0.5488,145.483
cat_1000x600 (Copy 3556).jpg,0,1000,600,221.245,0.207872,0.270304,0.620448,201.968
cat_1000x600 (Copy 4114).jpg,0,1000,600,168.365,0.206848,0.2424,0.41536,149.579
cat_1000x600 (Copy 1348).jpg,1,1000,600,223.745,0.197632,0.12384,0.353248,205.077
cat_1000x600 (Copy 534).jpg,1,1000,600,131.326,0.190464,0.124544,0.352032,112.626
cat_1000x600 (Copy 2803).jpg,0,1000,600,165.625,0.19984,0.269536,0.41216,146.791
cat_1000x600 (Copy 3709).jpg,1,1000,600,142.479,0.198816,0.142144,0.3616,123.307
cat_1000x600 (Copy 942).jpg,0,1000,600,161.518,0.203776,0.206368,0.44448,142.509
cat_1000x600 (Copy 2035).jpg,0,1000,600,173.348,0.205024,0.261024,0.431488,154.371
cat_1000x600 (Copy 4070).jpg,1,1000,600,246.056,0.199872,0.123872,0.368,227.423
cat_1000x600 (Copy 2819).jpg,0,1000,600,138.505,0.201728,0.196864,0.564704,119.25
cat_1000x600 (Copy 4016).jpg,1,1000,600,152.125,0.19456,0.152,0.50544,133.217
cat_1000x600 (Copy 1004).jpg,1,1000,600,148.312,0.200704,0.10576,0.364288,129.667
cat_1000x600 (Copy 4906).jpg,0,1000,600,153.975,0.207872,0.316288,0.433216,135.121
cat_1000x600 (Copy 4058).jpg,0,1000,600,118.102,0.205824,0.206464,0.567264,98.6875
cat_1000x600 (Copy 2).jpg,1,1000,600,136.339,0.198656,0.14272,0.478336,117.377
cat_1000x600 (Copy 1895).jpg,0,1000,600,127.423,0.198656,0.261056,0.445184,108.332
cat_1000x600 (Copy 927).jpg,1,1000,600,134.763,0.195584,0.143008,0.35712,116.117
cat_1000x600 (Copy 3162).jpg,1,1000,600,141.579,0.197632,0.12384,0.371872,122.892
cat_1000x600 (Copy 2868).jpg,0,1000,600,154.657,0.20672,0.260864,0.437952,135.824
cat_1000x600 (Copy 3701).jpg,0,1000,600,166.277,0.207872,0.215296,0.417472,147.035
cat_1000x600 (Copy 750).jpg,1,1000,600,226.271,0.197632,0.133152,0.357824,207.235
cat_1000x600 (Copy 4285).jpg,1,1000,600,122.091,0.195584,0.098816,0.379712,103.413
cat_1000x600 (Copy 2976).jpg,0,1000,600,161.312,0.208896,0.260896,0.439136,142.511
cat_1000x600 (Copy 3755).jpg,0,1000,600,112.937,0.201728,0.26032,0.42368,94.1465
cat_1000x600 (Copy 1301).jpg,1,1000,600,136.782,0.201728,0.124064,0.358688,117.945
cat_1000x600 (Copy 2569).jpg,1,1000,600,125.918,0.19456,0.12416,0.362112,106.854
cat_1000x600 (Copy 2316).jpg,0,1000,600,131.554,0.207872,0.250688,0.433088,112.352
cat_1000x600 (Copy 4939).jpg,1,1000,600,126.021,0.201728,0.142592,0.464736,106.992
cat_1000x600 (Copy 343).jpg,0,1000,600,169.514,0.207872,0.261696,0.551552,150.427
cat_1000x600 (Copy 2507).jpg,1,1000,600,132.878,0.191296,0.124096,0.411488,114.095
cat_1000x600 (Copy 4810).jpg,0,1000,600,158.658,0.19968,0.242496,0.418848,139.885
cat_1000x600 (Copy 1552).jpg,1,1000,600,142.799,0.196608,0.133344,0.362816,124.034
cat_1000x600 (Copy 2686).jpg,0,1000,600,392.216,0.204928,0.251104,0.41712,373.37
cat_1000x600 (Copy 4317).jpg,1,1000,600,129.666,0.197536,0.123808,0.350912,111.236
cat_1000x600 (Copy 3318).jpg,0,1000,600,133.702,0.205824,0.242112,0.425088,114.701
cat_1000x600 (Copy 4098).jpg,1,1000,600,148.315,0.195584,0.114976,0.455968,129.529
cat_1000x600 (Copy 1601).jpg,0,1000,600,174.195,0.200704,0.2416,0.546688,154.829
cat_1000x600 (Copy 4574).jpg,1,1000,600,146.88,0.200704,0.142656,0.487648,127.911
cat_1000x600 (Copy 1966).jpg,0,1000,600,160.747,0.2048,0.197216,0.57952,141.275
cat_1000x600 (Copy 2170).jpg,1,1000,600,132.829,0.20816,0.14352,0.365568,113.852
cat_1000x600 (Copy 2552).jpg,0,1000,600,159.148,0.212096,0.206336,0.604672,139.812
cat_1000x600 (Copy 2732).jpg,0,1000,600,130.347,0.2048,0.260928,0.44176,111.49
cat_1000x600 (Copy 2608).jpg,1,1000,600,157.227,0.195584,0.10576,0.352768,138.517
cat_1000x600 (Copy 4474).jpg,1,1000,600,130.698,0.197632,0.124352,0.35824,111.904
cat_1000x600 (Copy 720).jpg,0,1000,600,145.101,0.2048,0.23232,0.411392,126.323
cat_1000x600 (Copy 2146).jpg,0,1000,600,169.677,0.2048,0.26096,0.5592,150.284
cat_1000x600 (Copy 570).jpg,1,1000,600,233.497,0.202752,0.142624,0.475776,214.362
cat_1000x600 (Copy 3482).jpg,0,1000,600,159.544,0.20672,0.242592,0.419328,140.672
cat_1000x600 (Copy 2648).jpg,1,1000,600,249.387,0.198656,0.1056,0.375904,230.582
cat_1000x600 (Copy 2951).jpg,0,1000,600,138.119,0.207712,0.197344,0.602688,118.918
cat_1000x600 (Copy 3429).jpg,1,1000,600,155.664,0.200704,0.143072,0.380096,136.664
cat_1000x600 (Copy 3328).jpg,0,1000,600,127.241,0.2048,0.242624,0.43152,108.129
cat_1000x600 (Copy 398).jpg,1,1000,600,158.342,0.197632,0.124288,0.365824,139.634
cat_1000x600 (Copy 2559).jpg,0,1000,600,151.481,0.205696,0.197056,0.436864,132.407
cat_1000x600 (Copy 2830).jpg,1,1000,600,182.728,0.198656,0.170368,0.3712,163.515
cat_1000x600 (Copy 1704).jpg,0,1000,600,129.425,0.2048,0.242592,0.431392,110.46
cat_1000x600 (Copy 3670).jpg,1,1000,600,142.904,0.200704,0.133376,0.349152,124.392
cat_1000x600 (Copy 3904).jpg,1,1000,600,124.127,0.192512,0.142656,0.457728,105.166
cat_1000x600 (Copy 141).jpg,0,1000,600,266.832,0.199424,0.196864,0.59248,247.492
cat_1000x600 (Copy 1829).jpg,1,1000,600,172.731,0.201728,0.143008,0.474688,153.556
cat_1000x600 (Copy 3628).jpg,0,1000,600,195.106,0.209792,0.197152,0.586592,176.209
cat_1000x600 (Copy 4675).jpg,0,1000,600,128.662,0.205696,0.251648,0.428256,109.675
cat_1000x600 (Copy 3353).jpg,1,1000,600,153.684,0.19744,0.151744,0.383072,134.628
cat_1000x600 (Copy 539).jpg,1,1000,600,134.515,0.2016,0.166624,0.468768,115.342
cat_1000x600 (Copy 2669).jpg,0,1000,600,174.506,0.206848,0.197216,0.616768,155.5
cat_1000x600 (Copy 1958).jpg,1,1000,600,164.1,0.200704,0.123904,0.466208,144.742
cat_1000x600 (Copy 3480).jpg,0,1000,600,174.224,0.20992,0.19712,0.561728,154.786
cat_1000x600 (Copy 2456).jpg,1,1000,600,131.772,0.19968,0.10528,0.347616,113.049
cat_1000x600 (Copy 4516).jpg,0,1000,600,136.036,0.206848,0.260032,0.449568,116.96
cat_1000x600 (Copy 2533).jpg,0,1000,600,140.029,0.198656,0.197344,0.58192,120.699
cat_1000x600 (Copy 4427).jpg,1,1000,600,174.766,0.196416,0.151968,0.3592,155.945
cat_1000x600 (Copy 2575).jpg,1,1000,600,172.705,0.198656,0.150208,0.358624,153.87
cat_1000x600 (Copy 2362).jpg,0,1000,600,207.221,0.205824,0.251808,0.418464,188.351
cat_1000x600 (Copy 4443).jpg,0,1000,600,161.195,0.207872,0.270112,0.453344,142.128
cat_1000x600 (Copy 2563).jpg,1,1000,600,224.974,0.198656,0.124128,0.368992,206.405
cat_1000x600 (Copy 1560).jpg,1,1000,600,134.593,0.200608,0.123872,0.373664,115.719
cat_1000x600 (Copy 95).jpg,0,1000,600,155.932,0.207776,0.26,0.429312,137.08
cat_1000x600 (Copy 2188).jpg,1,1000,600,136.926,0.193536,0.1432,0.47728,117.777
cat_1000x600 (Copy 4337).jpg,0,1000,600,141.407,0.205824,0.19728,0.459424,122.523
cat_1000x600 (Copy 4384).jpg,0,1000,600,206.617,0.205696,0.250816,0.42976,187.707
cat_1000x600 (Copy 4235).jpg,1,1000,600,403.998,0.194432,0.105792,0.34896,385.224
cat_1000x600 (Copy 3484).jpg,1,1000,600,138.456,0.203776,0.12432,0.54656,119.685
cat_1000x600 (Copy 2900).jpg,0,1000,600,207.518,0.20576,0.2064,0.557824,188.258
cat_1000x600 (Copy 4047).jpg,0,1000,600,131.846,0.200608,0.261056,0.437216,112.813
cat_1000x600 (Copy 1866).jpg,1,1000,600,262.861,0.193536,0.14272,0.349728,244.172
cat_1000x600 (Copy 3020).jpg,0,1000,600,143.16,0.197568,0.242432,0.432544,124.226
cat_1000x600 (Copy 1379).jpg,1,1000,600,206.487,0.191392,0.105984,0.368928,187.949
cat_1000x600 (Copy 2002).jpg,1,1000,600,133.547,0.198912,0.142272,0.55648,114.496
cat_1000x600 (Copy 1825).jpg,0,1000,600,172.847,0.205824,0.206464,0.6304,153.558
cat_1000x600 (Copy 4623).jpg,1,1000,600,181.839,0.200544,0.143008,0.47328,162.955
cat_1000x600 (Copy 1149).jpg,0,1000,600,182.084,0.202784,0.197536,0.566848,162.68
cat_1000x600 (Copy 2771).jpg,0,1000,600,140.128,0.199776,0.26,0.429888,121.109
cat_1000x600 (Copy 3464).jpg,1,1000,600,149.963,0.197536,0.123936,0.368768,131.39
cat_1000x600 (Copy 1340).jpg,1,1000,600,156.617,0.202752,0.152,0.489184,137.378
cat_1000x600 (Copy 4111).jpg,0,1000,600,156.878,0.206688,0.298336,0.432352,137.968
cat_1000x600 (Copy 3713).jpg,1,1000,600,119.306,0.192512,0.105632,0.355584,100.535
cat_1000x600 (Copy 1036).jpg,0,1000,600,237.568,0.19968,0.232768,0.408288,218.9
cat_1000x600 (Copy 3696).jpg,0,1000,600,185.32,0.202752,0.251744,0.425248,166.471
cat_1000x600 (Copy 3330).jpg,1,1000,600,249.414,0.19968,0.124512,0.378624,230.779
cat_1000x600 (Copy 3236).jpg,0,1000,600,160.052,0.198656,0.19072,0.563328,140.8
cat_1000x600 (Copy 4520).jpg,1,1000,600,207.481,0.19456,0.115456,0.4824,188.762
cat_1000x600 (Copy 4555).jpg,0,1000,600,147.67,0.206848,0.215616,0.600512,128.475
